time,baseline_electricity_kwh,baseline_gas_kwh,upgrade_electricity_kwh,upgrade_gas_kwh,incremental_electricity_kwh,incremental_gas_kwh,incremental_electricity_unitized,incremental_gas_unitized
2018-02-23T23:00:00Z,280957.12752691115,37642.92423146157,235708.46157706867,37659.107370786114,-45248.665949842485,16.183139324544754,2.3128352260289825e-4,-0.16312600809470967
2018-02-24T00:00:00Z,274921.9216613738,41169.73042529086,241530.5624728055,41166.0830273437,-33391.35918856831,-3.647397947155696,1.7067621808323428e-4,0.03676576312668463
2018-02-24T01:00:00Z,273025.9602535227,44364.492721042916,245008.14516660443,44368.7919318746,-28017.815086918243,4.299210831683013,1.4320994515334737e-4,-0.04333603554078746
2018-02-24T02:00:00Z,265079.2315118119,46563.74866158938,239468.89555207783,46562.694589645434,-25610.335959734075,-1.0540719439450186,1.309043833994313e-4,0.0106250428308179
2018-02-24T03:00:00Z,259651.93124864253,47953.69201528221,233881.49559598643,47946.99735815805,-25770.435652656102,-6.694657124164223,1.3172271517053135e-4,0.06748212879631992
2018-02-24T04:00:00Z,254499.35590830474,45516.767162247386,226939.82478507905,45511.58460358869,-27559.531123225694,-5.182558658692869,1.4086747765181432e-4,0.05224017965581118
2018-02-24T05:00:00Z,250255.23838125236,44590.16041354468,219206.10369619785,44597.57820753598,-31049.13468505451,7.417793991298822,1.587041980793742e-4,-0.07477134679513363
2018-02-24T06:00:00Z,242680.5934542835,44575.01582673045,209838.30419097416,44566.47962712857,-32842.28926330933,-8.536199601883709,1.678697082380606e-4,0.08604487284138926
2018-02-24T07:00:00Z,229075.29386287305,40599.1176036989,196590.5697447547,40602.41923778108,-32484.72411811835,3.3016340821850463,1.660420537734747e-4,-0.03328046414328439
2018-02-24T08:00:00Z,233552.65982779337,40277.07900293279,198180.32997672068,40273.72596191753,-35372.32985107269,-3.353041015259805,1.8080172926415792e-4,0.03379864591337881
2018-02-24T09:00:00Z,232965.12097117325,37186.013888891604,194745.04609467174,37190.07752576943,-38220.074876501516,4.063636877828685,1.953576611823751e-4,-0.040961450614297935
2018-02-24T10:00:00Z,219946.612519912,32860.313882705675,180545.64562387767,32862.66540487424,-39400.96689603434,2.3515221685665892,2.013936593794038e-4,-0.023703338184989244
2018-02-24T11:00:00Z,208154.95391618073,28960.30632179416,168703.67378394326,28961.8878321902,-39451.28013223747,1.581510396041267,2.016508298894805e-4,-0.015941621244971428
2018-02-24T12:00:00Z,195114.1069542376,25932.645792428517,155761.76463916435,25931.538645587207,-39352.34231507324,-1.1071468413101684,2.0114512024275302e-4,0.011160037677218437
2018-02-24T13:00:00Z,189866.52207370522,21390.3274284308,149390.4720864452,21386.822723204692,-40476.04998726002,-3.504705226107035,2.0688882700943098e-4,0.035327420818555555
2018-02-24T14:00:00Z,182381.67714726354,18479.052332320753,142594.19373414095,18481.923937501357,-39787.483413122594,2.8716051806040923,2.0336929556093162e-4,-0.028945773779847923
2018-02-24T15:00:00Z,177327.8189710371,18407.730212461083,137310.5634983864,18413.877416184132,-40017.25547265072,6.147203723048733,2.0454374988367996e-4,-0.06196379974094339
2018-02-24T16:00:00Z,167425.4690082346,14079.170416374805,127027.30815589523,14081.275481318185,-40398.160852339366,2.1050649433800572,2.0649070536056492e-4,-0.02121904990788088
2018-02-24T17:00:00Z,159479.36749968404,12638.36816326345,119600.20828693552,12639.286875836491,-39879.15921274852,0.9187125730404659,2.0383788621282896e-4,-0.00926062067569368
2018-02-24T18:00:00Z,158443.3117379201,12971.173750759965,118258.73633697847,12965.868501328374,-40184.57540094163,-5.30524943159071,2.053989870846989e-4,0.05347690237144177
2018-02-24T19:00:00Z,171158.83297539718,15557.178183452368,128987.52454058468,15556.448268878046,-42171.3084348125,-0.7299145743218105,2.1555395198586408e-4,0.007357537272059277
2018-02-24T20:00:00Z,174959.19577760348,18831.541961485516,135793.1912739275,18828.648128161938,-39166.00450367597,-2.893833323578292,2.0019267524775918e-4,0.02916983341117299
2018-02-24T21:00:00Z,187632.28512251098,21938.56185135857,142224.42387934643,21940.59732144438,-45407.861243164545,2.0354700858115393,2.3209723163604724e-4,-0.020517533899682538
2018-02-24T22:00:00Z,173791.43069606417,26822.945192520878,136076.08250759225,26822.005100510192,-37715.34818847192,-0.9400920106854755,1.9277780686161839e-4,0.009476125359204045
2018-02-24T23:00:00Z,166845.99340604086,34565.56607872564,140850.68914248544,34564.71389159647,-25995.304263555416,-0.8521871291741263,1.3287210606106645e-4,0.008590044350728996
